宁夏2025年新高考一分一段表
格式说明：每列两子列 = 分数段（如"616分以上"）+ 累计人数（即位次）
选科对应：普通历史=历史类，普通物理=物理类，体育历史=体育历史类，体育物理=体育物理类

--- 普通历史 ---
--- 普通物理 ---
--- 体育历史 ---
--- 体育物理 ---
普通历史: 443分以上分, 位次6074 | 普通物理: 469分以上分, 位次11235 | 体育历史: 385分以上分, 位次647 | 体育物理: 398分以上分, 位次774
普通历史: 442分以上分, 位次6113 | 普通物理: 468分以上分, 位次11400 | 体育历史: 384分以上分, 位次645 | 体育物理: 397分以上分, 位次776
普通历史: 441分以上分, 位次6179 | 普通物理: 467分以上分, 位次11545 | 体育历史: 383分以上分, 位次646 | 体育物理: 396分以上分, 位次777
普通历史: 440分以上分, 位次6250 | 普通物理: 466分以上分, 位次11700 | 体育历史: 382分以上分, 位次647 | 体育物理: 395分以上分, 位次781
普通历史: 439分以上分, 位次6318 | 普通物理: 465分以上分, 位次11860 | 体育历史: 381分以上分, 位次648 | 体育物理: 394分以上分, 位次782
普通历史: 438分以上分, 位次6467 | 普通物理: 464分以上分, 位次12002 | 体育历史: 380分以上分, 位次653 | 体育物理: 393分以上分, 位次785
普通历史: 437分以上分, 位次6464 | 普通物理: 463分以上分, 位次12162 | 体育历史: 379分以上分, 位次655 | 体育物理: 392分以上分, 位次789
普通历史: 436分以上分, 位次6751 | 普通物理: 462分以上分, 位次12317 | 体育历史: 378分以上分, 位次657 | 体育物理: 391分以上分, 位次792
普通历史: 435分以上分, 位次6832 | 普通物理: 461分以上分, 位次12474 | 体育历史: 377分以上分, 位次658 | 体育物理: 390分以上分, 位次793
普通历史: 434分以上分, 位次6906 | 普通物理: 460分以上分, 位次12659 | 体育历史: 376分以上分, 位次661 | 体育物理: 389分以上分, 位次797
普通历史: 433分以上分, 位次6994 | 普通物理: 459分以上分, 位次12834 | 体育历史: 375分以上分, 位次662 | 体育物理: 388分以上分, 位次798
普通历史: 432分以上分, 位次7089 | 普通物理: 458分以上分, 位次13026 | 体育历史: 374分以上分, 位次665 | 体育物理: 387分以上分, 位次800
普通历史: 431分以上分, 位次7178 | 普通物理: 457分以上分, 位次13186 | 体育历史: 373分以上分, 位次666 | 体育物理: 386分以上分, 位次801
普通历史: 430分以上分, 位次8972 | 普通物理: 456分以上分, 位次13372 | 体育历史: 372分以上分, 位次667 | 体育物理: 385分以上分, 位次802
普通历史: 429分以上分, 位次9085 | 普通物理: 455分以上分, 位次13550 | 体育历史: 371分以上分, 位次668 | 体育物理: 384分以上分, 位次806
普通历史: 428分以上分, 位次9182 | 普通物理: 454分以上分, 位次13700 | 体育历史: 370分以上分, 位次669 | 体育物理: 383分以上分, 位次808
普通历史: 427分以上分, 位次9277 | 普通物理: 453分以上分, 位次13875 | 体育历史: 369分以上分, 位次663 | 体育物理: 382分以上分, 位次812
普通历史: 426分以上分, 位次9374 | 普通物理: 452分以上分, 位次14048 | 体育历史: 368分以上分, 位次664 | 体育物理: 381分以上分, 位次814
普通历史: 425分以上分, 位次9485 | 普通物理: 451分以上分, 位次14214 | 体育历史: 367分以上分, 位次665 | 体育物理: 380分以上分, 位次816
普通历史: 424分以上分, 位次9589 | 普通物理: 450分以上分, 位次14421 | 体育历史: 366分以上分, 位次666 | 体育物理: 379分以上分, 位次819
普通历史: 423分以上分, 位次9698 | 普通物理: 449分以上分, 位次14615 | 体育历史: 365分以上分, 位次667 | 体育物理: 378分以上分, 位次821
普通物理: 448分以上分, 位次14793 | 体育历史: 364分以上分, 位次668 | 体育物理: 377分以上分, 位次824
普通历史: 421分以上分, 位次9970 | 普通物理: 447分以上分, 位次14962 | 体育历史: 363分以上分, 位次669 | 体育物理: 376分以上分, 位次826
普通历史: 420分以上分, 位次10054 | 普通物理: 446分以上分, 位次15162 | 体育物理: 375分以上分, 位次830
普通历史: 419分以上分, 位次10138 | 普通物理: 445分以上分, 位次15352 | 体育历史: 361分以上分, 位次661 | 体育物理: 374分以上分, 位次833
普通历史: 418分以上分, 位次10252 | 普通物理: 444分以上分, 位次15533 | 体育历史: 360分以上分, 位次662 | 体育物理: 373分以上分, 位次836
普通历史: 417分以上分, 位次10363 | 普通物理: 443分以上分, 位次15726 | 体育历史: 359分以上分, 位次662 | 体育物理: 372分以上分, 位次838
普通历史: 416分以上分, 位次10461 | 普通物理: 442分以上分, 位次15926 | 体育历史: 358分以上分, 位次663 | 体育物理: 371分以上分, 位次843
普通历史: 415分以上分, 位次10552 | 普通物理: 441分以上分, 位次16119 | 体育历史: 357分以上分, 位次663 | 体育物理: 370分以上分, 位次844
普通历史: 414分以上分, 位次10641 | 普通物理: 440分以上分, 位次16308 | 体育历史: 356分以上分, 位次664 | 体育物理: 369分以上分, 位次845
普通历史: 413分以上分, 位次10743 | 普通物理: 439分以上分, 位次16511 | 体育历史: 355分以上分, 位次665
普通历史: 412分以上分, 位次10859 | 普通物理: 438分以上分, 位次16716 | 体育历史: 354分以上分, 位次665 | 体育物理: 367分以上分, 位次847
普通历史: 411分以上分, 位次10945 | 普通物理: 437分以上分, 位次16897 | 体育历史: 353分以上分, 位次667 | 体育物理: 366分以上分, 位次851
普通历史: 410分以上分, 位次11039 | 普通物理: 436分以上分, 位次17102 | 体育历史: 352分以上分, 位次667 | 体育物理: 365分以上分, 位次854
普通历史: 409分以上分, 位次11133 | 普通物理: 435分以上分, 位次17304 | 体育历史: 351分以上分, 位次667 | 体育物理: 364分以上分, 位次855
普通历史: 408分以上分, 位次11243 | 普通物理: 434分以上分, 位次17511 | 体育历史: 350分以上分, 位次667 | 体育物理: 363分以上分, 位次855
普通历史: 407分以上分, 位次11357 | 普通物理: 433分以上分, 位次17706 | 体育历史: 349分以上分, 位次668 | 体育物理: 362分以上分, 位次856
普通历史: 406分以上分, 位次11451 | 普通物理: 432分以上分, 位次17893 | 体育历史: 348分以上分, 位次668 | 体育物理: 361分以上分, 位次856
普通历史: 405分以上分, 位次11583 | 普通物理: 431分以上分, 位次18072 | 体育历史: 347分以上分, 位次669 | 体育物理: 360分以上分, 位次858
普通历史: 404分以上分, 位次11682 | 普通物理: 430分以上分, 位次18286 | 体育历史: 346分以上分, 位次670 | 体育物理: 359分以上分, 位次858
普通历史: 403分以上分, 位次11796 | 普通物理: 429分以上分, 位次18498 | 体育历史: 345分以上分, 位次671 | 体育物理: 358分以上分, 位次860
普通历史: 402分以上分, 位次11887 | 普通物理: 428分以上分, 位次18721 | 体育历史: 344分以上分, 位次671 | 体育物理: 357分以上分, 位次860
普通历史: 401分以上分, 位次12196 | 普通物理: 427分以上分, 位次18910 | 体育历史: 343分以上分, 位次673 | 体育物理: 356分以上分, 位次863
普通历史: 400分以上分, 位次12086 | 普通物理: 426分以上分, 位次19117 | 体育历史: 342分以上分, 位次674 | 体育物理: 355分以上分, 位次865
普通历史: 399分以上分, 位次12268 | 普通物理: 425分以上分, 位次19312 | 体育历史: 341分以上分, 位次676 | 体育物理: 354分以上分, 位次867
普通历史: 398分以上分, 位次12361 | 普通物理: 424分以上分, 位次19510 | 体育历史: 340分以上分, 位次677 | 体育物理: 353分以上分, 位次868
普通历史: 397分以上分, 位次12485 | 普通物理: 423分以上分, 位次19720 | 体育历史: 339分以上分, 位次679 | 体育物理: 352分以上分, 位次869
普通物理: 422分以上分, 位次19930 | 体育历史: 338分以上分, 位次680 | 体育物理: 351分以上分, 位次869
普通历史: 395分以上分, 位次12579 | 普通物理: 421分以上分, 位次20127 | 体育历史: 337分以上分, 位次681 | 体育物理: 350分以上分, 位次870
普通历史: 394分以上分, 位次12683 | 普通物理: 420分以上分, 位次20337 | 体育历史: 336分以上分, 位次682 | 体育物理: 349分以上分, 位次870
普通历史: 393分以上分, 位次12782 | 普通物理: 419分以上分, 位次20535 | 体育历史: 335分以上分, 位次683 | 体育物理: 348分以上分, 位次871
普通历史: 392分以上分, 位次12890 | 普通物理: 418分以上分, 位次20720 | 体育历史: 334分以上分, 位次685 | 体育物理: 347分以上分, 位次871
普通历史: 391分以上分, 位次12990 | 普通物理: 417分以上分, 位次20929 | 体育历史: 333分以上分, 位次686 | 体育物理: 346分以上分, 位次872
普通历史: 390分以上分, 位次13094 | 普通物理: 416分以上分, 位次21119 | 体育历史: 332分以上分, 位次687 | 体育物理: 345分以上分, 位次873
普通历史: 389分以上分, 位次13189 | 普通物理: 415分以上分, 位次21343 | 体育历史: 331分以上分, 位次688
普通历史: 388分以上分, 位次13290 | 普通物理: 414分以上分, 位次21548 | 体育历史: 330分以上分, 位次689 | 体育物理: 343分以上分, 位次874
普通历史: 387分以上分, 位次13390 | 普通物理: 413分以上分, 位次21755 | 体育历史: 329分以上分, 位次690 | 体育物理: 342分以上分, 位次875
普通历史: 386分以上分, 位次13501 | 普通物理: 412分以上分, 位次21957 | 体育历史: 328分以上分, 位次691 | 体育物理: 341分以上分, 位次876
普通历史: 385分以上分, 位次13590 | 普通物理: 411分以上分, 位次22162 | 体育历史: 327分以上分, 位次692 | 体育物理: 340分以上分, 位次876
普通历史: 384分以上分, 位次13668 | 普通物理: 410分以上分, 位次22375 | 体育历史: 326分以上分, 位次693 | 体育物理: 339分以上分, 位次877
普通物理: 409分以上分, 位次22577 | 体育历史: 325分以上分, 位次694 | 体育物理: 338分以上分, 位次877
普通历史: 382分以上分, 位次13861 | 普通物理: 408分以上分, 位次22765 | 体育历史: 324分以上分, 位次695 | 体育物理: 337分以上分, 位次877
普通历史: 381分以上分, 位次13956 | 普通物理: 407分以上分, 位次22991 | 体育历史: 323分以上分, 位次696 | 体育物理: 336分以上分, 位次878
普通历史: 380分以上分, 位次14056 | 普通物理: 406分以上分, 位次23197 | 体育历史: 322分以上分, 位次697 | 体育物理: 335分以上分, 位次879
普通历史: 379分以上分, 位次14126 | 普通物理: 405分以上分, 位次23400 | 体育历史: 321分以上分, 位次698 | 体育物理: 334分以上分, 位次879
普通历史: 378分以上分, 位次14418 | 普通物理: 404分以上分, 位次23603 | 体育历史: 320分以上分, 位次699 | 体育物理: 333分以上分, 位次880
普通历史: 377分以上分, 位次14323 | 普通物理: 403分以上分, 位次23830 | 体育历史: 319分以上分, 位次700 | 体育物理: 332分以上分, 位次880
普通历史: 376分以上分, 位次14625 | 普通物理: 402分以上分, 位次24043 | 体育历史: 318分以上分, 位次701 | 体育物理: 331分以上分, 位次880
普通历史: 375分以上分, 位次14711 | 普通物理: 401分以上分, 位次24241 | 体育历史: 317分以上分, 位次702 | 体育物理: 330分以上分, 位次881
普通历史: 374分以上分, 位次14815 | 普通物理: 400分以上分, 位次24449 | 体育历史: 316分以上分, 位次704 | 体育物理: 329分以上分, 位次881
普通历史: 373分以上分, 位次15011 | 普通物理: 399分以上分, 位次24680 | 体育历史: 315分以上分, 位次705 | 体育物理: 328分以上分, 位次882
普通历史: 372分以上分, 位次15098 | 普通物理: 398分以上分, 位次24887 | 体育历史: 314分以上分, 位次707 | 体育物理: 327分以上分, 位次882
普通历史: 371分以上分, 位次15191 | 普通物理: 397分以上分, 位次25112 | 体育历史: 313分以上分, 位次708 | 体育物理: 326分以上分, 位次883
普通历史: 370分以上分, 位次15294 | 普通物理: 396分以上分, 位次25296 | 体育历史: 312分以上分, 位次710 | 体育物理: 325分以上分, 位次883
普通历史: 369分以上分, 位次15401 | 普通物理: 395分以上分, 位次25496 | 体育历史: 311分以上分, 位次712 | 体育物理: 324分以上分, 位次883
普通历史: 368分以上分, 位次15500 | 普通物理: 394分以上分, 位次25692 | 体育历史: 310分以上分, 位次713 | 体育物理: 323分以上分, 位次884
普通历史: 367分以上分, 位次15581 | 普通物理: 393分以上分, 位次25884 | 体育历史: 309分以上分, 位次714 | 体育物理: 322分以上分, 位次884
普通历史: 366分以上分, 位次15694 | 普通物理: 392分以上分, 位次26102 | 体育历史: 308分以上分, 位次715 | 体育物理: 321分以上分, 位次884
普通历史: 365分以上分, 位次15782 | 普通物理: 391分以上分, 位次26299 | 体育历史: 307分以上分, 位次716 | 体育物理: 320分以上分, 位次885
普通历史: 364分以上分, 位次15878 | 普通物理: 390分以上分, 位次26476 | 体育历史: 306分以上分, 位次717 | 体育物理: 319分以上分, 位次885
普通历史: 363分以上分, 位次15960 | 普通物理: 389分以上分, 位次26664 | 体育历史: 305分以上分, 位次718 | 体育物理: 318分以上分, 位次885
普通物理: 388分以上分, 位次26857 | 体育历史: 304分以上分, 位次719 | 体育物理: 317分以上分, 位次885
普通历史: 361分以上分, 位次16069 | 普通物理: 387分以上分, 位次27069 | 体育历史: 303分以上分, 位次720 | 体育物理: 316分以上分, 位次885
普通历史: 360分以上分, 位次16147 | 普通物理: 386分以上分, 位次27258 | 体育历史: 302分以上分, 位次721 | 体育物理: 315分以上分, 位次887
普通历史: 359分以上分, 位次16251 | 普通物理: 385分以上分, 位次27469 | 体育历史: 301分以上分, 位次722 | 体育物理: 314分以上分, 位次887
普通历史: 358分以上分, 位次16347 | 普通物理: 384分以上分, 位次27683 | 体育历史: 300分以上分, 位次723 | 体育物理: 313分以上分, 位次887
普通历史: 357分以上分, 位次16449 | 普通物理: 383分以上分, 位次27877 | 体育历史: 299分以上分, 位次724 | 体育物理: 312分以上分, 位次889
普通历史: 356分以上分, 位次16543 | 普通物理: 382分以上分, 位次28063 | 体育历史: 298分以上分, 位次725 | 体育物理: 311分以上分, 位次889
普通历史: 355分以上分, 位次16642 | 普通物理: 381分以上分, 位次28231 | 体育历史: 297分以上分, 位次726 | 体育物理: 310分以上分, 位次889
普通历史: 354分以上分, 位次16741 | 普通物理: 380分以上分, 位次28434 | 体育历史: 296分以上分, 位次727 | 体育物理: 309分以上分, 位次890
普通历史: 353分以上分, 位次16827 | 普通物理: 379分以上分, 位次28644 | 体育历史: 295分以上分, 位次727 | 体育物理: 308分以上分, 位次890
普通物理: 378分以上分, 位次28847 | 体育历史: 294分以上分, 位次728 | 体育物理: 307分以上分, 位次893
普通历史: 351分以上分, 位次16923 | 普通物理: 377分以上分, 位次29045 | 体育历史: 293分以上分, 位次729 | 体育物理: 306分以上分, 位次894
普通历史: 350分以上分, 位次16993 | 普通物理: 376分以上分, 位次29248 | 体育历史: 292分以上分, 位次730 | 体育物理: 305分以上分, 位次895
普通历史: 349分以上分, 位次17077 | 普通物理: 375分以上分, 位次29437 | 体育历史: 291分以上分, 位次730 | 体育物理: 304分以上分, 位次897
普通历史: 348分以上分, 位次17166 | 普通物理: 374分以上分, 位次29629 | 体育历史: 290分以上分, 位次731 | 体育物理: 303分以上分, 位次898
普通历史: 347分以上分, 位次17250 | 普通物理: 373分以上分, 位次29828 | 体育历史: 289分以上分, 位次731 | 体育物理: 302分以上分, 位次899
普通历史: 346分以上分, 位次17347 | 普通物理: 372分以上分, 位次30025 | 体育历史: 288分以上分, 位次732 | 体育物理: 301分以上分, 位次900
普通历史: 345分以上分, 位次17520 | 普通物理: 371分以上分, 位次30223 | 体育历史: 287分以上分, 位次733 | 体育物理: 300分以上分, 位次901
普通历史: 344分以上分, 位次17604 | 普通物理: 370分以上分, 位次30398 | 体育历史: 286分以上分, 位次733 | 体育物理: 299分以上分, 位次902
普通物理: 369分以上分, 位次30563 | 体育历史: 285分以上分, 位次733
普通历史: 342分以上分, 位次17743 | 普通物理: 368分以上分, 位次30757 | 体育历史: 284分以上分, 位次734 | 体育物理: 297分以上分, 位次902
普通历史: 341分以上分, 位次17819 | 普通物理: 367分以上分, 位次30916 | 体育历史: 283分以上分, 位次734
普通历史: 340分以上分, 位次17903 | 普通物理: 366分以上分, 位次31079 | 体育历史: 282分以上分, 位次735 | 体育物理: 295分以上分, 位次901
普通物理: 365分以上分, 位次31244 | 体育历史: 281分以上分, 位次735
普通历史: 338分以上分, 位次18121 | 普通物理: 364分以上分, 位次31431 | 体育历史: 280分以上分, 位次735 | 体育物理: 293分以上分, 位次901
普通历史: 337分以上分, 位次18195 | 普通物理: 363分以上分, 位次31620 | 体育历史: 279分以上分, 位次736 | 体育物理: 292分以上分, 位次904
普通历史: 336分以上分, 位次18252 | 普通物理: 362分以上分, 位次31817 | 体育历史: 278分以上分, 位次736
普通历史: 335分以上分, 位次18327 | 普通物理: 361分以上分, 位次32039 | 体育历史: 277分以上分, 位次737 | 体育物理: 290分以上分, 位次904
普通历史: 334分以上分, 位次18395 | 普通物理: 360分以上分, 位次32213 | 体育历史: 276分以上分, 位次737 | 体育物理: 289分以上分, 位次905
普通历史: 333分以上分, 位次18451 | 普通物理: 359分以上分, 位次32324 | 体育历史: 275分以上分, 位次737
普通历史: 332分以上分, 位次18571 | 普通物理: 358分以上分, 位次32514 | 体育历史: 274分以上分, 位次738 | 体育物理: 287分以上分, 位次905
普通历史: 331分以上分, 位次18644 | 普通物理: 357分以上分, 位次32683 | 体育历史: 273分以上分, 位次738 | 体育物理: 286分以上分, 位次907
普通历史: 330分以上分, 位次18707 | 普通物理: 356分以上分, 位次32883 | 体育历史: 272分以上分, 位次738 | 体育物理: 285分以上分, 位次907
普通历史: 329分以上分, 位次18763 | 普通物理: 355分以上分, 位次33039 | 体育历史: 271分以上分, 位次739 | 体育物理: 284分以上分, 位次907
普通历史: 328分以上分, 位次18820 | 普通物理: 354分以上分, 位次33216 | 体育历史: 270分以上分, 位次739
普通历史: 327分以上分, 位次18890 | 普通物理: 353分以上分, 位次33393 | 体育历史: 269分以上分, 位次739 | 体育物理: 282分以上分, 位次908
普通物理: 352分以上分, 位次33562 | 体育历史: 268分以上分, 位次740
普通历史: 325分以上分, 位次19011 | 普通物理: 351分以上分, 位次33711 | 体育历史: 267分以上分, 位次740 | 体育物理: 280分以上分, 位次908
普通历史: 324分以上分, 位次19075 | 普通物理: 350分以上分, 位次33876 | 体育历史: 266分以上分, 位次740
普通历史: 323分以上分, 位次19145 | 普通物理: 349分以上分, 位次34036 | 体育历史: 265分以上分, 位次740 | 体育物理: 278分以上分, 位次909
普通历史: 322分以上分, 位次19246 | 普通物理: 348分以上分, 位次34208 | 体育历史: 264分以上分, 位次741 | 体育物理: 277分以上分, 位次909
普通历史: 321分以上分, 位次19301 | 普通物理: 347分以上分, 位次34379 | 体育历史: 263分以上分, 位次741 | 体育物理: 276分以上分, 位次909
普通历史: 320分以上分, 位次19367 | 普通物理: 346分以上分, 位次34558 | 体育历史: 262分以上分, 位次741 | 体育物理: 275分以上分, 位次910
普通历史: 319分以上分, 位次19423 | 普通物理: 345分以上分, 位次34710 | 体育历史: 261分以上分, 位次741
普通历史: 318分以上分, 位次19529 | 普通物理: 344分以上分, 位次34871 | 体育历史: 260分以上分, 位次742 | 体育物理: 273分以上分, 位次910
普通历史: 317分以上分, 位次19574 | 普通物理: 343分以上分, 位次35038 | 体育历史: 259分以上分, 位次742 | 体育物理: 272分以上分, 位次910
普通历史: 316分以上分, 位次19615 | 普通物理: 342分以上分, 位次35189 | 体育历史: 258分以上分, 位次742 | 体育物理: 271分以上分, 位次911
普通历史: 315分以上分, 位次19658 | 普通物理: 341分以上分, 位次35321 | 体育历史: 257分以上分, 位次743 | 体育物理: 270分以上分, 位次910
普通历史: 314分以上分, 位次19747 | 普通物理: 340分以上分, 位次35462 | 体育历史: 256分以上分, 位次743 | 体育物理: 269分以上分, 位次911
普通历史: 313分以上分, 位次19796 | 普通物理: 339分以上分, 位次35606 | 体育历史: 255分以上分, 位次743 | 体育物理: 268分以上分, 位次911
普通历史: 312分以上分, 位次19842 | 普通物理: 338分以上分, 位次35742 | 体育历史: 254分以上分, 位次743 | 体育物理: 267分以上分, 位次912
普通历史: 311分以上分, 位次19879 | 普通物理: 337分以上分, 位次35864 | 体育历史: 253分以上分, 位次744 | 体育物理: 266分以上分, 位次912
普通历史: 310分以上分, 位次19918 | 普通物理: 336分以上分, 位次36053 | 体育历史: 252分以上分, 位次744 | 体育物理: 265分以上分, 位次913
普通历史: 309分以上分, 位次19972 | 普通物理: 335分以上分, 位次36180 | 体育历史: 251分以上分, 位次745 | 体育物理: 264分以上分, 位次913
普通历史: 308分以上分, 位次20004 | 普通物理: 334分以上分, 位次36327 | 体育历史: 250分以上分, 位次745 | 体育物理: 263分以上分, 位次914
普通历史: 307分以上分, 位次20041 | 普通物理: 333分以上分, 位次36478 | 体育历史: 249分以上分, 位次746 | 体育物理: 262分以上分, 位次914
普通历史: 306分以上分, 位次20080 | 普通物理: 332分以上分, 位次36629 | 体育历史: 248分以上分, 位次746 | 体育物理: 261分以上分, 位次914
普通历史: 305分以上分, 位次20126 | 普通物理: 331分以上分, 位次36778 | 体育历史: 247分以上分, 位次747 | 体育物理: 260分以上分, 位次915
普通历史: 304分以上分, 位次20168 | 普通物理: 330分以上分, 位次36924 | 体育历史: 246分以上分, 位次747 | 体育物理: 259分以上分, 位次915
普通历史: 303分以上分, 位次20199 | 普通物理: 329分以上分, 位次37069 | 体育历史: 245分以上分, 位次747 | 体育物理: 258分以上分, 位次916
普通历史: 302分以上分, 位次20231 | 普通物理: 328分以上分, 位次37215 | 体育历史: 244分以上分, 位次748
普通历史: 301分以上分, 位次20274 | 普通物理: 327分以上分, 位次37334 | 体育历史: 243分以上分, 位次748 | 体育物理: 256分以上分, 位次916
普通历史: 300分以上分, 位次20313 | 普通物理: 326分以上分, 位次37474 | 体育历史: 242分以上分, 位次748 | 体育物理: 255分以上分, 位次916
普通历史: 299分以上分, 位次20342 | 普通物理: 325分以上分, 位次37628 | 体育历史: 241分以上分, 位次749 | 体育物理: 254分以上分, 位次917
普通历史: 298分以上分, 位次20373 | 普通物理: 324分以上分, 位次37766 | 体育历史: 240分以上分, 位次749
普通历史: 297分以上分, 位次20397 | 普通物理: 323分以上分, 位次37910 | 体育历史: 239分以上分, 位次749 | 体育物理: 252分以上分, 位次917
普通历史: 296分以上分, 位次20423 | 普通物理: 322分以上分, 位次38044 | 体育历史: 238分以上分, 位次750 | 体育物理: 251分以上分, 位次918
普通历史: 295分以上分, 位次20449 | 普通物理: 321分以上分, 位次38190 | 体育历史: 237分以上分, 位次750 | 体育物理: 250分以上分, 位次917
普通历史: 294分以上分, 位次20484 | 普通物理: 320分以上分, 位次38302 | 体育历史: 236分以上分, 位次751 | 体育物理: 249分以上分, 位次918
普通历史: 293分以上分, 位次20512 | 普通物理: 319分以上分, 位次38426 | 体育历史: 235分以上分, 位次751
普通历史: 292分以上分, 位次20536 | 普通物理: 318分以上分, 位次38556 | 体育历史: 234分以上分, 位次751 | 体育物理: 247分以上分, 位次918
普通历史: 291分以上分, 位次20555 | 普通物理: 317分以上分, 位次38686 | 体育历史: 233分以上分, 位次751
普通历史: 290分以上分, 位次20589 | 普通物理: 316分以上分, 位次38809 | 体育历史: 232分以上分, 位次752 | 体育物理: 245分以上分, 位次918
普通历史: 289分以上分, 位次20615 | 普通物理: 315分以上分, 位次38924 | 体育历史: 231分以上分, 位次752 | 体育物理: 244分以上分, 位次918
普通物理: 314分以上分, 位次39017 | 体育历史: 230分以上分, 位次753 | 体育物理: 243分以上分, 位次918
普通历史: 287分以上分, 位次20711 | 普通物理: 313分以上分, 位次39137 | 体育历史: 229分以上分, 位次753 | 体育物理: 242分以上分, 位次919
普通历史: 286分以上分, 位次20727 | 普通物理: 312分以上分, 位次39248 | 体育历史: 228分以上分, 位次753 | 体育物理: 241分以上分, 位次919
普通历史: 285分以上分, 位次20753 | 普通物理: 311分以上分, 位次39360 | 体育历史: 227分以上分, 位次753 | 体育物理: 240分以上分, 位次919
普通历史: 284分以上分, 位次20771 | 普通物理: 310分以上分, 位次39476 | 体育历史: 226分以上分, 位次754 | 体育物理: 239分以上分, 位次919
普通物理: 309分以上分, 位次39587 | 体育历史: 225分以上分, 位次754 | 体育物理: 238分以上分, 位次919
普通历史: 282分以上分, 位次20811 | 普通物理: 308分以上分, 位次39693 | 体育历史: 224分以上分, 位次754 | 体育物理: 237分以上分, 位次920
普通历史: 281分以上分, 位次20830 | 普通物理: 307分以上分, 位次39803 | 体育历史: 223分以上分, 位次754 | 体育物理: 236分以上分, 位次920
普通历史: 280分以上分, 位次20849 | 普通物理: 306分以上分, 位次39886 | 体育历史: 222分以上分, 位次754 | 体育物理: 235分以上分, 位次920
普通历史: 279分以上分, 位次20863 | 普通物理: 305分以上分, 位次39991 | 体育历史: 221分以上分, 位次755 | 体育物理: 234分以上分, 位次920
普通物理: 304分以上分, 位次40102 | 体育历史: 220分以上分, 位次755 | 体育物理: 233分以上分, 位次920
普通历史: 277分以上分, 位次20912 | 普通物理: 303分以上分, 位次40203 | 体育历史: 219分以上分, 位次755 | 体育物理: 232分以上分, 位次921
普通历史: 276分以上分, 位次20938 | 普通物理: 302分以上分, 位次40284 | 体育历史: 218分以上分, 位次756 | 体育物理: 231分以上分, 位次921
普通历史: 275分以上分, 位次20956 | 普通物理: 301分以上分, 位次40375 | 体育历史: 217分以上分, 位次756 | 体育物理: 230分以上分, 位次921
普通历史: 274分以上分, 位次20976 | 普通物理: 300分以上分, 位次40478 | 体育历史: 216分以上分, 位次756 | 体育物理: 229分以上分, 位次921
普通历史: 273分以上分, 位次20996 | 普通物理: 299分以上分, 位次40574 | 体育历史: 215分以上分, 位次757 | 体育物理: 228分以上分, 位次922
普通历史: 272分以上分, 位次21033 | 普通物理: 298分以上分, 位次40664 | 体育历史: 214分以上分, 位次757 | 体育物理: 227分以上分, 位次922
普通历史: 271分以上分, 位次21068 | 普通物理: 297分以上分, 位次40754 | 体育历史: 213分以上分, 位次757 | 体育物理: 226分以上分, 位次922
普通历史: 270分以上分, 位次21081 | 普通物理: 296分以上分, 位次40852 | 体育历史: 212分以上分, 位次757 | 体育物理: 225分以上分, 位次923
普通历史: 269分以上分, 位次21091 | 普通物理: 295分以上分, 位次40954 | 体育历史: 211分以上分, 位次757 | 体育物理: 224分以上分, 位次923
普通历史: 268分以上分, 位次21098 | 普通物理: 294分以上分, 位次41055 | 体育历史: 210分以上分, 位次758 | 体育物理: 223分以上分, 位次923
普通历史: 267分以上分, 位次21109 | 普通物理: 293分以上分, 位次41146 | 体育历史: 209分以上分, 位次758 | 体育物理: 222分以上分, 位次923
普通历史: 266分以上分, 位次21120 | 普通物理: 292分以上分, 位次41234 | 体育历史: 208分以上分, 位次758 | 体育物理: 221分以上分, 位次923
普通历史: 265分以上分, 位次21129 | 普通物理: 291分以上分, 位次41318 | 体育历史: 207分以上分, 位次758 | 体育物理: 220分以上分, 位次924
普通历史: 264分以上分, 位次21142 | 普通物理: 290分以上分, 位次41399 | 体育历史: 206分以上分, 位次759 | 体育物理: 219分以上分, 位次924
普通历史: 263分以上分, 位次21158 | 普通物理: 289分以上分, 位次41482 | 体育历史: 205分以上分, 位次759 | 体育物理: 218分以上分, 位次924
普通历史: 262分以上分, 位次21167 | 普通物理: 288分以上分, 位次41555 | 体育历史: 204分以上分, 位次759 | 体育物理: 217分以上分, 位次924
普通历史: 261分以上分, 位次21174 | 普通物理: 287分以上分, 位次41636 | 体育历史: 203分以上分, 位次759 | 体育物理: 216分以上分, 位次925
普通历史: 260分以上分, 位次21187 | 普通物理: 286分以上分, 位次41718 | 体育历史: 202分以上分, 位次759 | 体育物理: 215分以上分, 位次925
普通历史: 259分以上分, 位次21195 | 普通物理: 285分以上分, 位次41796 | 体育历史: 201分以上分, 位次760 | 体育物理: 214分以上分, 位次925
普通历史: 258分以上分, 位次21198 | 普通物理: 284分以上分, 位次41871 | 体育历史: 200分以上分, 位次760 | 体育物理: 213分以上分, 位次925
普通历史: 257分以上分, 位次21203 | 普通物理: 283分以上分, 位次41947 | 体育历史: 199分以上分, 位次760 | 体育物理: 212分以上分, 位次925
普通历史: 256分以上分, 位次21210 | 普通物理: 282分以上分, 位次42007 | 体育历史: 198分以上分, 位次761 | 体育物理: 211分以上分, 位次925
普通历史: 255分以上分, 位次21220 | 普通物理: 281分以上分, 位次42078 | 体育历史: 197分以上分, 位次761 | 体育物理: 210分以上分, 位次925
